meter,Phase,status,Notes
10006541,C,0,Long term verified disconnected
10065537,C,0,Long term verified disconnected
10066560,A,0,Long term verified disconnected
10053849,C,0,Long term verified disconnected
10004179,C,0,Long term verified disconnected
10052473,C,0,Long term verified disconnected
10075149,C,0,Long term verified disconnected
10030863,C,0,Long term verified disconnected
10030938,C,0,Long term verified disconnected
10030334,C,0,Long term verified disconnected
10030482,C,0,Long term verified disconnected
10073041,C,0,Long term verified disconnected
10065571,C,0,Long term verified disconnected
10004204,C,0,Long term verified disconnected
10030219,C,0,Long term verified disconnected
10030177,C,0,Long term verified disconnected
10066132,C,0,Long term verified disconnected
10001345,C,0,Long term verified disconnected
10077359,C,0,Long term verified disconnected
10064446,C,0,Long term verified disconnected
10035870,C,0,Long term verified disconnected
10029948,C,0,Long term verified disconnected
10032820,C,0,Long term verified disconnected
10005989,C,0,Long term verified disconnected
10029479,B,0,Long term verified disconnected
10029479,C,0,Long term verified disconnected
10065502,C,0,Long term verified disconnected
10004747,B,0,Long term verified disconnected
10004833,C,0,Long term verified disconnected
10006716,B,0,Long term verified disconnected
10004701,C,0,Long term verified disconnected
10065586,C,0,Long term verified disconnected
10004161,B,0,Long term verified disconnected
10004752,B,0,Long term verified disconnected
10004849,C,0,Long term verified disconnected
10006687,C,0,Long term verified disconnected
10004847,C,0,Long term verified disconnected
10004562,B,0,Long term verified disconnected
10001296,C,0,Long term verified disconnected
10030373,C,0,Long term verified disconnected
10006318,C,0,Long term verified disconnected
10030019,C,0,Long term verified disconnected
10030041,C,0,Long term verified disconnected
10030040,C,0,Long term verified disconnected
10029474,C,0,Long term verified disconnected
10004573,B,0,Long term verified disconnected
10004571,B,0,Long term verified disconnected
10004860,C,0,Long term verified disconnected
10005755,C,0,Long term verified disconnected
10029840,C,0,Long term verified disconnected
10029599,C,0,Long term verified disconnected
10029918,C,0,Long term verified disconnected
10032834,C,0,Long term verified disconnected
10032836,C,0,Long term verified disconnected
10032758,C,0,Long term verified disconnected
10029742,C,0,Long term verified disconnected
10032814,C,0,Long term verified disconnected
10029661,C,0,Long term verified disconnected
10032835,C,0,Long term verified disconnected
10029662,C,0,Long term verified disconnected
10030238,C,0,Long term verified disconnected
10032761,C,0,Long term verified disconnected
10030033,C,0,Long term verified disconnected
10029579,C,0,Long term verified disconnected
10065952,C,0,Long term verified disconnected
10062068,C,0,Long term verified disconnected
10030962,C,0,Long term verified disconnected
10030627,C,0,Long term verified disconnected
10032684,C,0,Long term verified disconnected
10030073,C,0,Long term verified disconnected
10029852,C,0,Long term verified disconnected
10032892,C,0,Long term verified disconnected
10052735,C,0,Long term verified disconnected
10053198,C,0,Long term verified disconnected
10052789,C,0,Long term verified disconnected
10053967,C,0,Long term verified disconnected
10030604,C,0,Long term verified disconnected
10053153,C,0,Long term verified disconnected
10052795,C,0,Long term verified disconnected
10065010,C,0,Long term verified disconnected
10064069,C,0,Long term verified disconnected
10005741,C,0,Long term verified disconnected
10004515,B,0,Long term verified disconnected
10003752,C,0,Long term verified disconnected
10004718,B,0,Long term verified disconnected
10065633,C,0,Long term verified disconnected
10006577,C,0,Long term verified disconnected
10006731,C,0,Long term verified disconnected
10005273,C,0,Long term verified disconnected
10005304,C,0,Long term verified disconnected
10006765,C,0,Long term verified disconnected
10030982,C,0,Long term verified disconnected
10005085,C,0,Long term verified disconnected
10030121,C,0,Long term verified disconnected
10035695,C,0,Long term verified disconnected
10069169,C,0,Long term verified disconnected
10030120,C,0,Long term verified disconnected
10030118,C,0,Long term verified disconnected
10030086,C,0,Long term verified disconnected
10030119,C,0,Long term verified disconnected
10066289,C,0,Long term verified disconnected
10030090,C,0,Long term verified disconnected
10030089,C,0,Long term verified disconnected
10032443,C,0,Long term verified disconnected
10030575,C,0,Long term verified disconnected
10035697,C,0,Long term verified disconnected
10029424,C,0,Long term verified disconnected
10029425,C,0,Long term verified disconnected
10053295,C,0,Long term verified disconnected
10065462,C,0,Long term verified disconnected
10066484,C,0,Long term verified disconnected
10004479,C,0,Long term verified disconnected
10066218,C,0,Long term verified disconnected
10004366,C,0,Long term verified disconnected
10004098,A,0,Long term verified disconnected
10004098,C,0,Long term verified disconnected
10071072,C,0,Long term verified disconnected
10029371,C,0,Long term verified disconnected
10053005,C,0,Long term verified disconnected
10006746,C,0,Long term verified disconnected
10070792,C,0,Long term verified disconnected
10066511,C,0,Long term verified disconnected
10005140,C,0,Long term verified disconnected
10032496,C,0,Long term verified disconnected
10032494,C,0,Long term verified disconnected
10032495,C,0,Long term verified disconnected
10029337,B,0,Long term verified disconnected
10029337,C,0,Long term verified disconnected
10029341,C,0,Long term verified disconnected
10001674,C,0,Long term verified disconnected
10001829,C,0,Long term verified disconnected
10003870,C,0,Long term verified disconnected
10030706,C,0,Long term verified disconnected
10003824,C,0,Long term verified disconnected
10003822,C,0,Long term verified disconnected
10001795,C,0,Long term verified disconnected
10003842,C,0,Long term verified disconnected
10001741,C,0,Long term verified disconnected
10064303,C,0,Long term verified disconnected
10001610,C,0,Long term verified disconnected
10001770,C,0,Long term verified disconnected
10001843,C,0,Long term verified disconnected
10001600,C,0,Long term verified disconnected
10001822,C,0,Long term verified disconnected
10030514,C,0,Long term verified disconnected
10006840,C,0,Long term verified disconnected
10004230,C,0,Long term verified disconnected
10075109,C,0,Long term verified disconnected
10066033,C,0,Long term verified disconnected
10006043,C,0,Long term verified disconnected
10021427,C,0,Long term verified disconnected
10005227,C,0,Long term verified disconnected
10032719,C,0,Long term verified disconnected
10021507,C,0,Long term verified disconnected
10006866,B,0,Long term verified disconnected
10006864,C,0,Long term verified disconnected
10005648,C,0,Long term verified disconnected
10005231,C,0,Long term verified disconnected
10021420,C,0,Long term verified disconnected
10005653,C,0,Long term verified disconnected
10035702,C,0,Long term verified disconnected
10005756,C,0,Long term verified disconnected
10029340,C,0,Long term verified disconnected
10030115,C,0,Long term verified disconnected
10030110,C,0,Long term verified disconnected
10030111,C,0,Long term verified disconnected
10030114,C,0,Long term verified disconnected
10030113,C,0,Long term verified disconnected
10032439,C,0,Long term verified disconnected
10030088,C,0,Long term verified disconnected
10032535,C,0,Long term verified disconnected
10035797,C,0,Long term verified disconnected
10005841,C,0,Long term verified disconnected
10004828,C,0,Long term verified disconnected
10066172,C,0,Long term verified disconnected
10006158,C,0,Long term verified disconnected
10006067,C,0,Long term verified disconnected
10004829,C,0,Long term verified disconnected
10064492,C,0,Long term verified disconnected
10006891,C,0,Long term verified disconnected
10005629,C,0,Long term verified disconnected
10067809,C,0,Long term verified disconnected
10029332,C,0,Long term verified disconnected
10032606,C,0,Long term verified disconnected
10032524,C,0,Long term verified disconnected
10021591,C,0,Long term verified disconnected
10032678,C,0,Long term verified disconnected
10030430,C,0,Long term verified disconnected
10030786,C,0,Long term verified disconnected
10030785,C,0,Long term verified disconnected
10035778,C,0,Long term verified disconnected
10032548,C,0,Long term verified disconnected
10035720,C,0,Long term verified disconnected
10035869,C,0,Long term verified disconnected
10001704,C,0,Long term verified disconnected
10001369,C,0,Long term verified disconnected
10063945,C,0,Long term verified disconnected
10065713,C,0,Long term verified disconnected
10062109,C,0,Long term verified disconnected
10030694,C,0,Long term verified disconnected
10030745,C,0,Long term verified disconnected
10030718,C,0,Long term verified disconnected
10030721,C,0,Long term verified disconnected
10030741,C,0,Long term verified disconnected
10030716,C,0,Long term verified disconnected
10029635,C,0,Long term verified disconnected
10029903,C,0,Long term verified disconnected
10029699,C,0,Long term verified disconnected
10029631,C,0,Long term verified disconnected
10032645,C,0,Long term verified disconnected
10032628,C,0,Long term verified disconnected
10032625,C,0,Long term verified disconnected
10032672,C,0,Long term verified disconnected
10032830,C,0,Long term verified disconnected
10032637,C,0,Long term verified disconnected
10030684,C,0,Long term verified disconnected
10065805,C,0,Long term verified disconnected
10035680,C,0,Long term verified disconnected
10032906,A,0,Long term verified disconnected
10065237,C,0,Long term verified disconnected
10066572,C,0,Long term verified disconnected
10065236,C,0,Long term verified disconnected
10066614,C,0,Long term verified disconnected
10066439,C,0,Long term verified disconnected
10029680,C,0,Long term verified disconnected
10067851,C,0,Long term verified disconnected
10029687,C,0,Long term verified disconnected
10035560,C,0,Long term verified disconnected
10030898,C,0,Long term verified disconnected
10032517,C,0,Long term verified disconnected
10003856,C,0,Long term verified disconnected
10032604,C,0,Long term verified disconnected
10003808,C,0,Long term verified disconnected
10066196,C,0,Long term verified disconnected
10065150,B,0,Long term verified disconnected
10065150,C,0,Long term verified disconnected
10065736,C,0,Long term verified disconnected
10070932,C,0,Long term verified disconnected
10069116,C,0,Long term verified disconnected
10064213,C,0,Long term verified disconnected
10063931,C,0,Long term verified disconnected
10064261,C,0,Long term verified disconnected
10004356,C,0,Long term verified disconnected
10064248,C,0,Long term verified disconnected
10032576,C,0,Long term verified disconnected
10034383,C,0,Long term verified disconnected
10005488,C,0,Long term verified disconnected
10021467,C,0,Long term verified disconnected
10063875,C,0,Long term verified disconnected
10021548,C,0,Long term verified disconnected
10005424,C,0,Long term verified disconnected
10006870,C,0,Long term verified disconnected
10005920,C,0,Long term verified disconnected
10006527,C,0,Long term verified disconnected
10021513,C,0,Long term verified disconnected
10029436,C,0,Long term verified disconnected
10021478,C,0,Long term verified disconnected
10006821,C,0,Long term verified disconnected
10005566,C,0,Long term verified disconnected
10035716,C,0,Long term verified disconnected
10006263,B,0,Long term verified disconnected
10004650,B,0,Long term verified disconnected
10004052,C,0,Long term verified disconnected
10066580,C,0,Long term verified disconnected
10004518,B,0,Long term verified disconnected
10006838,C,0,Long term verified disconnected
10006629,C,0,Long term verified disconnected
10004158,B,0,Long term verified disconnected
10004113,C,0,Long term verified disconnected
10068346,B,0,Long term verified disconnected
10068346,C,0,Long term verified disconnected
10067707,C,0,Long term verified disconnected
10004934,C,0,Long term verified disconnected
10004734,B,0,Long term verified disconnected
10004769,C,0,Long term verified disconnected
10004034,C,0,Long term verified disconnected
10006264,B,0,Long term verified disconnected
10004100,B,0,Long term verified disconnected
10006190,C,0,Long term verified disconnected
10004858,C,0,Long term verified disconnected
10004865,B,0,Long term verified disconnected
10070841,C,0,Long term verified disconnected
10006151,C,0,Long term verified disconnected
10004478,B,0,Long term verified disconnected
10004679,B,0,Long term verified disconnected
10004675,B,0,Long term verified disconnected
10006683,C,0,Long term verified disconnected
10006589,C,0,Long term verified disconnected
10073795,C,0,Long term verified disconnected
10004695,C,0,Long term verified disconnected
10004630,B,0,Long term verified disconnected
10004633,B,0,Long term verified disconnected
10004633,C,0,Long term verified disconnected
10006850,B,0,Long term verified disconnected
10004104,B,0,Long term verified disconnected
10001291,B,0,Long term verified disconnected
10004631,B,0,Long term verified disconnected
10004103,B,0,Long term verified disconnected
10004736,B,0,Long term verified disconnected
10004676,B,0,Long term verified disconnected
10004159,B,0,Long term verified disconnected
10004159,C,0,Long term verified disconnected
10004834,C,0,Long term verified disconnected
10004750,B,0,Long term verified disconnected
10021440,C,0,Long term verified disconnected
10004839,C,0,Long term verified disconnected
10003655,C,0,Long term verified disconnected
10004308,C,0,Long term verified disconnected
10021519,C,0,Long term verified disconnected
10021472,C,0,Long term verified disconnected
10006796,C,0,Long term verified disconnected
10006721,C,0,Long term verified disconnected
10073083,C,0,Long term verified disconnected
10004304,C,0,Long term verified disconnected
10004384,C,0,Long term verified disconnected
10004382,C,0,Long term verified disconnected
10006719,C,0,Long term verified disconnected
10004386,C,0,Long term verified disconnected
10003644,C,0,Long term verified disconnected
10006799,C,0,Long term verified disconnected
10005483,C,0,Long term verified disconnected
10003654,B,0,Long term verified disconnected
10006896,C,0,Long term verified disconnected
10034438,C,0,Long term verified disconnected
10005205,A,0,Long term verified disconnected
10005205,C,0,Long term verified disconnected
10021451,C,0,Long term verified disconnected
10021529,C,0,Long term verified disconnected
10021520,C,0,Long term verified disconnected
10053940,C,0,Long term verified disconnected
10053871,C,0,Long term verified disconnected
10063957,C,0,Long term verified disconnected
10053023,C,0,Long term verified disconnected
10066490,C,0,Long term verified disconnected
10005743,C,0,Long term verified disconnected
10030810,C,0,Long term verified disconnected
10035647,C,0,Long term verified disconnected
10030781,C,0,Long term verified disconnected
10030940,C,0,Long term verified disconnected
10030941,C,0,Long term verified disconnected
10030942,C,0,Long term verified disconnected
10030939,C,0,Long term verified disconnected
10030163,C,0,Long term verified disconnected
10030161,C,0,Long term verified disconnected
10030160,C,0,Long term verified disconnected
10030312,C,0,Long term verified disconnected
10030797,B,0,Long term verified disconnected
10065427,C,0,Long term verified disconnected
10065676,C,0,Long term verified disconnected
10065928,B,0,Long term verified disconnected
10004481,C,0,Long term verified disconnected
10005905,C,0,Long term verified disconnected
10004953,C,0,Long term verified disconnected
10004162,C,0,Long term verified disconnected
10029571,C,0,Long term verified disconnected
10004197,B,0,Long term verified disconnected
10069142,C,0,Long term verified disconnected
10004165,B,0,Long term verified disconnected
10004594,B,0,Long term verified disconnected
10004224,B,0,Long term verified disconnected
10003640,C,0,Long term verified disconnected
10006688,C,0,Long term verified disconnected
10004225,B,0,Long term verified disconnected
10006243,C,0,Long term verified disconnected
10006241,C,0,Long term verified disconnected
10006244,C,0,Long term verified disconnected
10004163,B,0,Long term verified disconnected
10006242,C,0,Long term verified disconnected
10006836,C,0,Long term verified disconnected
10004570,B,0,Long term verified disconnected
10006684,C,0,Long term verified disconnected
10066473,C,0,Long term verified disconnected
10004880,B,0,Long term verified disconnected
10004680,B,0,Long term verified disconnected
10004795,B,0,Long term verified disconnected
10004869,B,0,Long term verified disconnected
10066474,C,0,Long term verified disconnected
10004170,C,0,Long term verified disconnected
10004678,B,0,Long term verified disconnected
10029726,C,0,Long term verified disconnected
10004533,C,0,Long term verified disconnected
10004917,B,0,Long term verified disconnected
10004921,B,0,Long term verified disconnected
10004862,B,0,Long term verified disconnected
10004596,B,0,Long term verified disconnected
10004566,B,0,Long term verified disconnected
10004974,C,0,Long term verified disconnected
10004918,B,0,Long term verified disconnected
10032816,C,0,Long term verified disconnected
10032868,C,0,Long term verified disconnected
10032864,C,0,Long term verified disconnected
10032865,C,0,Long term verified disconnected
10030032,C,0,Long term verified disconnected
10030037,C,0,Long term verified disconnected
10032867,C,0,Long term verified disconnected
10029736,C,0,Long term verified disconnected
10029795,C,0,Long term verified disconnected
10029740,C,0,Long term verified disconnected
10029665,C,0,Long term verified disconnected
10029660,C,0,Long term verified disconnected
10052765,C,0,Long term verified disconnected
10066113,C,0,Long term verified disconnected
10005491,C,0,Long term verified disconnected
10064494,C,0,Long term verified disconnected
10064495,C,0,Long term verified disconnected
10063962,C,0,Long term verified disconnected
10068792,C,0,Long term verified disconnected
10053350,C,0,Long term verified disconnected
10005145,C,0,Long term verified disconnected
10030985,C,0,Long term verified disconnected
10035812,C,0,Long term verified disconnected
10030091,C,0,Long term verified disconnected
10005651,C,0,Long term verified disconnected
10062016,C,0,Long term verified disconnected
10053276,C,0,Long term verified disconnected
10063916,C,0,Long term verified disconnected
10004908,C,0,Long term verified disconnected
10053496,B,0,Long term verified disconnected
10029339,C,0,Long term verified disconnected
10062116,C,0,Long term verified disconnected
10035806,C,0,Long term verified disconnected
10001846,C,0,Long term verified disconnected
10003888,C,0,Long term verified disconnected
10071102,C,0,Long term verified disconnected
10034434,C,0,Long term verified disconnected
10075269,C,0,Long term verified disconnected
10032488,C,0,Long term verified disconnected
10006575,C,0,Long term verified disconnected
10021631,C,0,Long term verified disconnected
10004951,C,0,Long term verified disconnected
10032527,C,0,Long term verified disconnected
10030782,C,0,Long term verified disconnected
10032693,C,0,Long term verified disconnected
10035725,C,0,Long term verified disconnected
10032691,C,0,Long term verified disconnected
10030436,C,0,Long term verified disconnected
10062034,C,0,Long term verified disconnected
10032633,C,0,Long term verified disconnected
10004300,C,0,Long term verified disconnected
10065814,C,0,Long term verified disconnected
10075429,C,0,Long term verified disconnected
10004992,C,0,Long term verified disconnected
10004861,C,0,Long term verified disconnected
10004535,B,0,Long term verified disconnected
10006678,B,0,Long term verified disconnected
10004371,C,0,Long term verified disconnected
10005663,C,0,Long term verified disconnected
10053835,C,0,Long term verified disconnected
10004585,C,0,Long term verified disconnected
10004164,B,0,Long term verified disconnected
10004173,C,0,Long term verified disconnected
10004794,B,0,Long term verified disconnected
10004873,B,0,Long term verified disconnected
10066432,C,0,Long term verified disconnected
10004532,C,0,Long term verified disconnected
10029477,C,0,Long term verified disconnected
10029721,C,0,Long term verified disconnected
10052683,C,0,Long term verified disconnected
10075523,C,0,Long term verified disconnected
10064001,C,0,Long term verified disconnected
10004442,B,0,Long term verified disconnected
10004442,C,0,Long term verified disconnected
10006862,C,0,Long term verified disconnected
10006470,C,0,Long term verified disconnected
10003742,C,0,Long term verified disconnected
10003742,C,0,Long term verified disconnected
10053405,C,0,Long term verified disconnected
10065301,A,0,Long term verified disconnected
10065126,C,0,Long term verified disconnected
10065127,A,0,Long term verified disconnected
10065667,C,0,Long term verified disconnected
10066430,C,0,Long term verified disconnected
10005339,C,0,Long term verified disconnected
10030484,C,0,Long term verified disconnected
10004923,C,0,Long term verified disconnected
10029738,C,0,Long term verified disconnected
10004905,C,0,Long term verified disconnected
10005116,C,0,Long term verified disconnected
10004090,C,0,Long term verified disconnected
10006994,C,0,Long term verified disconnected
10070679,C,0,Long term verified disconnected
10021446,C,0,Long term verified disconnected
10006951,C,0,Long term verified disconnected
10006947,C,0,Long term verified disconnected
10075510,C,0,Long term verified disconnected
10075071,C,0,Long term verified disconnected
10029987,C,0,Long term verified disconnected
10029735,C,0,Long term verified disconnected
10006552,C,0,Long term verified disconnected
10006351,C,0,Long term verified disconnected
10030534,C,0,Long term verified disconnected
10003905,C,0,Long term verified disconnected
10052947,B,0,Long term verified disconnected
10062084,C,0,Long term verified disconnected
10066318,C,0,Long term verified disconnected
10077154,C,0,Long term verified disconnected
10077155,C,0,Long term verified disconnected
10077183,C,0,Long term verified disconnected
10077184,C,0,Long term verified disconnected
10077246,C,0,Long term verified disconnected
10077251,C,0,Long term verified disconnected
10077320,C,0,Long term verified disconnected
10062187,C,0,Long term verified disconnected
10053875,C,0,Long term verified disconnected
10070594,C,0,Long term verified disconnected
10029962,A,9,"09/02/2024 Elisha Neville Update: 
The lines here are very old and have UV damage and will need replacing. 
The connection is for an old cowshed that isnt being used anymore. 
The board is asbestos so no testing can occur and the phase that is floating doesnt feed anything. 
We were unable to contact the customer as he has recently passed away and unsure who the next of kin is and probably not great timing to tell them they need new service mains run
Revisit later in the year if required"
10062358,B,9,Faultman confirmed onsite (19/09/2023) customer only uses 1 phase and the other two phases are disconnected on the private pole. Customer does not want to reconnect
10062358,C,9,Faultman confirmed onsite (19/09/2023) customer only uses 1 phase and the other two phases are disconnected on the private pole. Customer does not want to reconnect
10062129,A,9,Faultman confirmed onsite (21/09/2023). 1 phase came off the star box. Customer not affected as its only a single phase pump.
10066089,B,9,05/02/2024 - Faultman confirmed that two fuses have blown  due to water damage to main switch. Faultman did not repair/replace fusing as the customer has shifted all their load to the 1 remaining phase and didnt want to increase the chance of a main switch fire. 
10066089,C,9,05/02/2024 - Faultman confirmed that two fuses have blown  due to water damage to main switch. Faultman did not repair/replace fusing as the customer has shifted all their load to the 1 remaining phase and didnt want to increase the chance of a main switch fire. 
10001674,A,9,load moved to another phase. Customer to get I touch when he is available.ICP supplies a bach
10005386,A,9,05/02/2024 - Faultman confirmed that the customer has a burnt jumper in the main entry. Customer has been made aware but only uses 2 phases ATM.
